word	corpus_count	ipa	source	confidence	other_reading	phonetic_respelling
ארחתיך	4	ˈarxsix	fallback	LOW		
אריבערגעקומען	4	arˈibərɡəkimən	rule	MED		
אריינגעשיקט	4	arˈaːnɡəʃikt	rule	LOW		
אריינגעשניטן	4	arˈaːnɡəʃnitn	rule	LOW		
אריינרופן	4	arˈaːnrifn	rule	LOW		
ארעסטן	4	ˈarəstn	rule	LOW		
אתא	4	ˈasa	fallback	LOW		
אתכם	4	ˈɛsxəm	rule	LOW		
בְּיִשְׂרָאֵל	4	bˈisrajl	rule	MED		
בְּיַעֲקֹב	4	baˈakɔjv	rule	MED		
בְּשִׁגָּעוֹן	4	bʃˈiɡuɔjn	rule	MED		
בא'עוול'ט	4	baˈɛvlt	rule	LOW		
באגלייט	4	baɡlˈajt	rule	LOW		
באוויזן	4	bavˈizn	rule	LOW		
באט	4	bat	rule	LOW		
באנד	4	band	rule	LOW		
באפרייט	4	bafrˈajt	rule	LOW		
באצאלט	4	baʦˈalt	rule	LOW		
באקאנטן	4	bakˈantn	rule	LOW		
באקוועם	4	bakvˈɛm	rule	LOW		
באקומסט	4	bakˈimst	rule	LOW		
באר	4	bar	rule	LOW		
בארואיגט	4	barˈuaːɡt	lexicon	MED		
באשטימט	4	baʃtˈimt	rule	LOW		
באשטעלט	4	baʃtˈɛlt	rule	LOW		
באשלאסן	4	baʃlˈasn	rule	LOW		
בגיא	4	bɡˈia	rule	LOW		
בגין	4	bɡin	rule	MED		
בויעט	4	bˈɔjət	rule	MED		
בועז	4	bˈɔjəz	printed-index	MED	bˈiəz	בויעז
בושת	4	bˈɔjʃəs	rule	LOW		
בחור'ל	4	bˈuxirl	rule	LOW		
בחינת	4	bxˈinas	rule	LOW		
בידוע	4	bˈidiə	rule	MED		
ביזנעסער	4	bˈiznəsər	rule	MED		
ביכורים	4	bikˈirim	printed-index	MED	bˈixirim	ביקורים
ביעקב	4	bˈiəkb	rule	MED		
בישראל	4	bˈiʃral	rule	LOW		
בראנפן	4	branfn	rule	LOW		
בריך	4	brix	rule	MED		
בשדה	4	bsˈudə	rule	LOW		
בתוכנו	4	bsɔjxˈajni	rule	LOW		
גאולתו	4	ɡˈilsi	fallback	LOW		
גאט	4	ɡɔt	lexicon	HIGH		
גאלאן	4	ɡˈalan	rule	LOW		
גאסן	4	ɡasn	rule	LOW		
גביר	4	ɡbir	rule	MED		
גיסט	4	ɡist	rule	MED		
גליון	4	ɡljin	rule	MED		
גלייב	4	ɡlajb	rule	MED		
גן	4	ɡan	rule	LOW		
גנב'ענען	4	ɡnbˈɛnən	rule	MED		
געבאקן	4	ɡəbˈakn	rule	LOW		
געדרש'נט	4	ɡɛdrʃnt	fallback	LOW		
געהויבענער	4	ɡəhˈɔjbənər	rule	MED		
געוואלד	4	ɡəvˈald	rule	LOW		
געוואלדיג	4	ɡəvˈaldiɡ	rule	LOW		
געווארפן	4	ɡəvˈarfn	rule	LOW		
געזונטערהייט	4	ɡəzˈintərhaːt	rule	MED		
געזעצן	4	ɡəzˈɛʦn	rule	MED		
געט	4	ɡɛt	rule	MED		
געטייטשט	4	ɡətˈajʧt	rule	MED		
געטיילט	4	ɡətˈajlt	rule	MED		
געסטראשעט	4	ɡəstrˈaʃət	rule	LOW		
געריכטן	4	ɡərˈixtn	rule	MED		
געשטארבן	4	ɡəʃtˈarbn	rule	LOW		
געשיינט	4	ɡəʃˈajnt	rule	MED		
געשלאגן	4	ɡəʃlˈuɡn	lexicon	MED		
געשריגן	4	ɡəʃrˈiɡn	rule	MED		
גראד	4	ɡrad	rule	LOW		
גרויסן	4	ɡrɔjsn	rule	MED		
גרינג	4	ɡrinɡ	rule	MED		
גרעניץ	4	ɡrˈɛniʦ	rule	MED		
גשמיות	4	ɡaʃmˈijus	rule	LOW		
דאווענט	4	davˈɛnt	rule	LOW		
דאורייתא	4	dəɔjrˈaːsə	printed-index	MED	dəɔjrˈaːsə	דעוירײַסע
דאלארן	4	dˈalarn	rule	LOW		
דאן	4	dan	lexicon	HIGH		
דאנקען	4	dˈankən	rule	LOW		
דאקומענטן	4	dˈakiməntn	rule	LOW		
דבוק	4	dbik	rule	MED		
דוחה	4	dˈɔjxə	rule	LOW		
דומה	4	dˈimə	rule	MED		
דורכצופירן	4	dˈirxʦifirn	rule	LOW		
דייקא	4	dˈajka	rule	LOW		
דינא	4	dˈina	rule	LOW		
דינט	4	dint	rule	MED		
דכתיב	4	dˈixsiv	rule	LOW		
דמאיר	4	dmaːr	rule	LOW		
דנחמתא	4	dnəxəmˈusu	rule	LOW		
דעביט	4	dˈɛbit	rule	MED		
דעקל	4	dɛkl	rule	MED		
דערביי	4	dərbˈaː	rule	MED		
דערגרייכט	4	dərɡrˈajxt	rule	MED		
דערויף	4	dˈɛroʊf	lexicon	HIGH		
דעריבער	4	dˈɛribər	rule	MED		
דערין	4	dərˈin	rule	MED		
דעת	4	dˈaas	printed-index	MED	dˈaas	דאַאַס
"דצ""ך"	4	dˈuləd ʦˈadik xuf	rule	LOW		
דרבנן	4	drabˈunun	rule	LOW		
דרום	4	dˈurəm	printed-index	MED	drim	דאָרעם
דרעזנער	4	drˈɛznər	rule	MED		
הִבִּיט	4	hˈibit	rule	MED		
הָרְאֵתָ	4	hurˈajsu	rule	LOW		
האדם	4	hadm	rule	LOW		
האום	4	him	rule	LOW		
האוקול	4	hˈikil	rule	LOW		
האנדל	4	handl	rule	LOW		
האנדלען	4	hˈandlən	rule	LOW		
הבא	4	hba	rule	LOW		
הבאים	4	hbaːm	rule	LOW		
הבטחה	4	haftˈuxə	printed-index	MED	haftˈuxə	האַפֿטאָכע
הבירה	4	hbˈirə	rule	MED		
הגדול	4	hɡdil	rule	MED		
הגם	4	hˈaɡam	rule	LOW		
הדין	4	hdin	rule	MED		
הוה	4	hi	rule	MED		
הויפן	4	hoʊfn	lexicon	HIGH		
הזמנים	4	hzmnim	rule	MED		
החלטה	4	hˈixltə	rule	LOW		
החרדית	4	haxarˈajdis	rule	LOW		
הייבן	4	hajbn	rule	MED		
היים	4	hajm	rule	MED		
היימיש	4	hˈajmiʃ	rule	MED		
היימישן	4	hˈajmiʃn	rule	MED		
הייס	4	hajs	rule	MED		
היכל	4	hajxl	printed-index	MED	hixl	הייכל
הכבוד	4	hxbid	rule	MED		
הכנות	4	hakˈanɔjs	rule	LOW		
הכשרות	4	hakʃˈajrɔjs	rule	LOW		
הכתוב	4	hakˈusiv	rule	LOW		
המדבר	4	hamˈidbur	rule	LOW		
העכער	4	hˈɛxər	rule	MED		
העלא	4	hˈɛla	rule	LOW		
הענגען	4	hˈɛnɡən	rule	MED		
העניך	4	hˈɛnix	rule	MED		
הערשל	4	hɛrʃl	rule	MED		
הקהל	4	hakˈuhul	rule	LOW		
הקן	4	hˈakajn	rule	LOW		
הרי	4	hri	rule	MED		
השני	4	hʃni	rule	MED		
התעוררות	4	hisəˈɔjrris	rule	LOW		
וְהָיִיתָ	4	vəhujˈisu	rule	LOW		
וּמְשׂוֹשׂ	4	ˈimsɔjs	rule	MED		
ואחד	4	vˈɛxud	rule	LOW		
ואני	4	ˈiani	rule	LOW		
ואת	4	vɛs	rule	LOW		
ואתם	4	vˈatəm	rule	LOW		
ובר	4	ibr	rule	MED		
וואויל	4	vɔjl	rule	LOW		
וואונטשן	4	vinʧn	rule	LOW		
וואנט	4	vant	rule	LOW		
וואקס	4	vaks	rule	LOW		
ווארפט	4	varft	rule	LOW		
וואשן	4	vaʃn	rule	LOW		
וויזשניצער	4	vˈiʒniʦər	rule	MED		
וויי	4	vaj	rule	MED		
וויירוס	4	vˈajris	rule	MED		
ווילט	4	vilt	rule	MED		
ווינטער	4	vˈintər	rule	MED		
וועלטן	4	vɛltn	rule	MED		
ויאמר	4	ˈɔjamr	rule	LOW		
ויודוך	4	ˈɔjidix	rule	MED		
ויכל	4	ɔjxl	rule	MED		
וכדומה	4	ˈixdimə	rule	MED		
ולמד	4	ilmd	rule	MED		
ולעבדו	4	ˈiləbdi	rule	MED		
ומשם	4	imʃm	rule	MED		
ונצליח	4	vnaʦlˈixa	rule	LOW		
ועוג	4	ˈiəiɡ	rule	MED		
וקדוש	4	ˈikdiʃ	rule	MED		
ושבת	4	ˈiʃabəs	rule	LOW		
ושמחת	4	vəsumˈaxtu	rule	LOW		
זאגנדיג	4	zˈaɡndiɡ	rule	LOW		
זיסן	4	zisn	rule	MED		
זכותים	4	zxˈisim	rule	LOW		
זלמן	4	zˈalmən	printed-index	MED	zˈalmən	זאַלמען
זמרו	4	zmri	rule	MED		
זנב	4	zˈunəv	printed-index	MED	zˈunəv	זאָנעוו
זעלבער	4	zˈɛlbər	rule	MED		
זערא	4	zˈɛra	rule	LOW		
חָתָן	4	xusn	lexicon	HIGH	xusn	כאָסן
חבירו	4	xavˈajrɔj	rule	LOW		
חברה	4	xˈɛvrə	lexicon	HIGH		
חברינו	4	xavajrˈajnu	rule	LOW		
חוב	4	xɔjv	rule	LOW		
חומש	4	xˈiməʃ	printed-index	MED	xˈiməʃ	כומעש
חומת	4	xˈɔjmas	rule	LOW		
חוק	4	xuk	printed-index	MED	xuk	כאָק
חזק	4	xˈazak	printed-index	MED	xˈazak	כאַזאַק
חטאנו	4	xutˈuni	rule	LOW		
חיי	4	xˈajaj	rule	LOW		
חן	4	xajn	lexicon	HIGH	xajn	כיין
חסדו	4	xˈasdɔj	rule	LOW		
חסידות	4	xˈusidis	rule	LOW		
חרדישן	4	xrdiʃn	fallback	LOW		
טאנא	4	tˈana	rule	LOW		
טאנטע	4	tˈantə	rule	LOW		
טאנקער	4	tˈankər	rule	LOW		
טויטע	4	tˈɔjtə	rule	MED		
טויש	4	tɔjʃ	rule	MED		
טומאן	4	tˈiman	rule	LOW		
טור	4	tir	rule	MED		
טיגער	4	tˈiɡər	rule	MED		
טייער	4	tˈajər	rule	MED		
טיפער	4	tˈifər	rule	LOW		
טעיל	4	tajl	rule	MED		
טענדלער	4	tˈɛndlər	rule	MED		
טענה	4	tˈaːnə	printed-index	MED	tˈɛnə	טײַנע
טעריטאריע	4	tˈɛritariə	rule	LOW		
טרעילער	4	trˈajlər	rule	MED		
טשערנאבלער	4	ʧˈɛrnablər	rule	LOW		
"י""ב"	4	jid bajs	rule	LOW		
"י""ז"	4	jid zˈajən	rule	LOW		
יִשְׂרָאֵל	4	jisrˈuəl	lexicon	HIGH		
יַכְּכָה	4	jakˈɛku	printed-index	MED	jˈakxə	יאַקעקאָ
יאנקעלע	4	jˈankələ	rule	LOW		
יאסל	4	jasl	rule	LOW		
יארקער	4	jˈarkər	rule	LOW		
ידועים	4	ˈidiajm	rule	MED		
ידח	4	jˈidax	rule	LOW		
ידידי	4	jədˈidi	printed-index	MED	ˈididi	יעדידי
יואלי	4	jˈiali	rule	LOW		
יודע	4	jədˈajə	printed-index	MED	jˈidə	יעדייע
יונג	4	jinɡ	rule	MED		
יונגער	4	jˈinɡər	rule	MED		
יוצא	4	jˈɔjʦə	printed-index	MED	jˈiʦa	יויצע
יחיד	4	jˈuxid	rule	LOW		
ימיו	4	ˈimji	rule	MED		
ימלא	4	ˈimla	rule	LOW		
יקח	4	jˈikax	rule	LOW		
יראה	4	ˈira	rule	LOW		
ירדן	4	jardn	printed-index	MED	irdn	יאַרדן
ירושה	4	jərˈiʃə	printed-index	MED	ˈiriʃə	יערושע
ישיב	4	ˈiʃib	rule	MED		
יתברך	4	jisbˈurax	rule	LOW		
כ	4	kɔj	rule	LOW		
כָּל	4	kɔl	lexicon	HIGH		
כַּלָּה	4	kˈalə	lexicon	HIGH	kˈalə	קאַלע
כבודו	4	xbˈidi	rule	MED		
כלם	4	xlm	fallback	LOW		
כמו	4	kmɔj	printed-index	MED	xmi	קמוי
כסדר	4	kasˈajdɛr	rule	LOW		
כשם	4	kʃajm	rule	LOW		
"ל""ע"	4	lˈaməd ˈajən	rule	LOW		
לְבַבְכֶם	4	lvˈavxəm	rule	LOW		
לְבָבְךָ	4	lvˈuvxu	rule	LOW		
לִי	4	li	rule	MED		
לאטעס	4	lˈatəs	rule	LOW		
לאלוקים	4	lˈalikim	rule	LOW		
לבן	4	lˈuvun	rule	LOW		
לחי	4	lxi	rule	LOW		
ליגן	4	liɡn	rule	MED		
לידי	4	lˈidi	rule	MED		
ליסקא	4	lˈiska	rule	LOW		
לכה	4	lxə	rule	LOW		
לעבעדיגע	4	lˈɛbədiɡə	rule	MED		
לעגא	4	lˈɛɡa	rule	LOW		
לעצטיגע	4	lˈɛʦtiɡə	rule	MED		
לפי	4	lˈɛfi	printed-index	MED	lfi	לעפֿי
לרוכב	4	lrixb	rule	MED		
לשונו	4	lʃˈini	rule	MED		
לשונות	4	lʃˈɔjnɔjs	rule	LOW		
לשמע	4	lʃmə	rule	MED		
מ'בויעט	4	mbˈɔjət	rule	MED		
מ'געדענקט	4	mɡədˈɛnkt	rule	MED		
מ'דאוונט	4	mdavnt	rule	LOW		
מ'זינגט	4	mzinɡt	rule	MED		
מ'טרעפט	4	mtrɛft	rule	LOW		
מ'ליינט	4	mlajnt	rule	MED		
מ'פארציילט	4	mfarʦˈajlt	rule	LOW		
מְשֻׁגָּע	4	mʃˈiɡu	rule	MED		
מֹשֶׁה	4	mˈɔjʃə	lexicon	HIGH		
מאנטריאל	4	mˈantrial	rule	LOW		
מארקעט	4	mˈarkət	rule	LOW		
מאשין	4	mˈaʃin	rule	LOW		
מבין	4	majvn	printed-index	MED	mbin	מייוון
מגילת	4	mɡˈilas	rule	LOW		
מדבר	4	mədˈabajr	rule	LOW		
"מהרש""א"	4	mahˈarʃə	lexicon	LOW		
מוסדות	4	mˈɔjzdəs	lexicon	HIGH		
מושג	4	miʒɡ	rule	MED		
מחוטב	4	mxitb	fallback	LOW		
מחזורים	4	maxazˈɔjrim	rule	LOW		
מחיצה	4	məxˈiʦə	printed-index	MED	məxˈiʦə	מעכיצע
מחשבות	4	mˈaxʃəvɔjs	rule	LOW		
מיטגעמאכט	4	mˈitɡəmaxt	rule	MED		
מיינסט	4	majnst	rule	MED		
מימיך	4	mˈimix	rule	MED		
מיסיל	4	mˈisil	rule	MED		
מירון	4	mˈirin	rule	MED		
מלכות	4	mˈalxis	rule	LOW		
ממעטין	4	mmˈɛtin	rule	MED		
מנוחה	4	mnˈixə	rule	LOW		
מנחת	4	mˈinxas	rule	LOW		
מנשה	4	mnˈaʃə	rule	LOW		
מסיים	4	msajm	rule	MED		
מסכים	4	mˈaskəm	printed-index	MED	msxim	מאַסקעם
מעגליכקייט	4	mˈɛɡlixkaːt	rule	MED		
מעורר	4	mˈɛirr	rule	MED		
מעלת	4	maˈalas	rule	LOW		
מענדעלע	4	mˈɛndələ	rule	MED		
מצדיק	4	mʦdik	rule	MED		
מצפה	4	miʦˈapə	rule	LOW		
מקרה	4	mˈikrə	rule	LOW		
מרבין	4	mrbin	rule	MED		
מרגיש	4	mrɡiʃ	rule	MED		
משגיח	4	maʃɡˈixa	rule	LOW		
משוגענער	4	məʃˈiɡənər	printed-index	MED	mʃˈiɡənər	מעשוגענער
משולח	4	mʃˈilux	rule	LOW		
משלים	4	mʃlim	rule	MED		
משפחת	4	miʃpˈaxas	rule	LOW		
מתים	4	mˈajsim	rule	LOW		
נ	4	nin	rule	LOW	nin	נון
נִצָּבִים	4	niʦˈuvim	printed-index	MED	nˈiʦuvim	ניצאָווים
נא	4	na	rule	LOW		
נאו	4	ni	rule	LOW		
"נאט""א"	4	nin ˈaləf tɛs ˈaləf	rule	LOW		
נאצי	4	nˈaʦi	rule	LOW		
נאציאנאלע	4	nˈaʦianalə	rule	LOW		
נארמאל	4	nˈarmal	rule	LOW		
נגאלים	4	nɡˈalim	rule	LOW		
נדח	4	ndx	fallback	LOW		
נדרי	4	ndri	rule	MED		
נוסח	4	nˈisax	rule	LOW		
נורא	4	nˈira	rule	LOW		
נושאים	4	nˈɔjsim	printed-index	MED	nˈiʃaːm	נויסים
נותן	4	nˈɔjsajn	rule	LOW		
נטויה	4	ntˈɔjə	rule	MED		
ניינציג	4	nˈajnʦiɡ	rule	MED		
ניצוצות	4	niʦˈɔjʦɔjs	rule	LOW		
נמי	4	nmi	rule	MED		
נפשך	4	nˈafʃəxu	rule	LOW		
נפתלי'טשע	4	nfslˈiʧə	fallback	LOW		
ס'כאפט	4	sxɔft	rule	MED		
ס'קאסט	4	skɔst	rule	MED		
סאלאנטער	4	salˈantər	rule	LOW		
סווימינג	4	svˈiminɡ	rule	MED		
סורדזשערי	4	sˈirʤəri	rule	MED		
סטאק	4	stak	rule	LOW		
סטארי	4	stˈari	rule	LOW		
סטראטעגישע	4	strˈatəɡiʃə	rule	LOW		
סידי	4	sˈidi	rule	MED		
סיחון	4	sˈixɔjn	rule	LOW		
סייבער	4	sˈajbər	rule	MED		
סיעתא	4	sijˈatu	rule	LOW		
סיפור	4	sˈipər	printed-index	MED	sifˈir	סיפּער
סכך	4	sxax	printed-index	MED	sxax	סכאַך
סענאטאר	4	sˈɛnatar	rule	LOW		
סעקיוריטי	4	sˈɛkjiriti	rule	MED		
ספרי	4	sfri	rule	LOW		
עָמָל	4	ˈumul	rule	MED		
עָרְלַת	4	ˈurlas	rule	LOW		
עגונה	4	aɡˈinə	printed-index	MED	ˈɛɡinə	אַגונע
עגמת	4	ˈuɡmas	rule	LOW		
עוֹד	4	ɔjd	rule	MED		
עולמים	4	ˈilmim	rule	MED		
עכבו	4	ˈɛxbi	rule	MED		
עלי	4	ˈɛli	rule	MED		
עליהם	4	ˈɛlim	rule	MED		
עליונים	4	ˈɛljinim	rule	MED		
עלף	4	ɛlf	rule	LOW		
עמדי	4	ˈɛmdi	rule	MED		
ענני	4	ˈɛnni	rule	MED		
עספער	4	ˈɛsfər	rule	LOW		
עצים	4	ˈɛʦim	rule	MED		
עקל	4	ɛkl	rule	MED		
ערלויבן	4	ˈɛrlɔjbn	rule	MED		
ערער	4	ˈɛrər	rule	MED		
עשרת	4	asˈɛrɛs	rule	LOW		
פאלט	4	falt	rule	LOW		
פאסירן	4	fˈasirn	rule	LOW		
פאקט	4	pakt	lexicon	MED		
פאראויס	4	farˈoʊs	rule	MED		
פארבינדונג	4	farbˈindinɡ	rule	LOW		
פארגעשריטענע	4	farɡəʃrˈitənə	rule	LOW		
פארזוך	4	farzˈix	rule	LOW		
פארטרעט	4	fartrˈɛt	rule	LOW		
פארלאזן	4	farlˈuzn	rule	MED		
פארלאנגט	4	farlˈanɡt	rule	LOW		
פארלירן	4	farlˈirn	rule	LOW		
פארמאגט	4	farmˈaɡt	rule	LOW		
פארמישט	4	farmˈiʃt	rule	LOW		
פארצייל	4	farʦˈajl	rule	LOW		
פארקומען	4	farkˈimən	rule	MED		
פארשטייסטו	4	farʃtˈajsti	rule	LOW		
פארשלאפן	4	farʃlˈufn	rule	MED		
פה	4	pˈɔjə	rule	LOW		
פטירה	4	ptˈirə	lexicon	MED		
פיטש	4	fiʧ	rule	LOW		
פילט	4	filt	rule	LOW		
פירער	4	fˈirər	rule	LOW		
פליגערס	4	flˈiɡərs	rule	LOW		
פליט	4	pˈulət	printed-index	MED	flit	פּאָלעט
פלענער	4	plˈɛnər	lexicon	MED		
פעזעשקיאן	4	fˈɛzəʃkian	rule	LOW		
פעסט	4	fɛst	rule	LOW		
פערדעלע	4	fˈɛrdələ	rule	LOW		
פערטע	4	fˈɛrtə	rule	LOW		
פראיעקט	4	frˈaːəkt	rule	LOW		
פראפערטי	4	frˈafərti	rule	LOW		
פרומער	4	frˈimər	rule	LOW		
פריוואט	4	frˈivat	rule	LOW		
פרייליכע	4	frˈajləxə	rule	LOW		
פריינד	4	fraːnd	lexicon	HIGH		
פרעזענט	4	frəzˈɛnt	rule	LOW		
צ	4	ʦˈadək	rule	LOW	ʦˈadək	צאַדעק
צדק	4	ʦˈɛdək	rule	LOW		
צוגעוואוינט	4	ʦˈiɡəvɔjnt	rule	LOW		
צודרייטער	4	ʦˈidrajtər	rule	MED		
צוהאקן	4	ʦˈihakn	rule	LOW		
צוואה	4	ʦavˈuə	printed-index	MED	ʦva	צאַוואָע
צוזאמגענומען	4	ʦˈizamɡənimən	rule	LOW		
צונג	4	ʦinɡ	rule	MED		
צורה	4	ʦˈirə	lexicon	HIGH	ʦˈirə	צורע
צוריקציען	4	ʦirˈikʦiən	rule	MED		
ציגן	4	ʦiɡn	rule	MED		
ציווילע	4	ʦˈivilə	rule	MED		
ציל	4	ʦil	rule	MED		
צלמות	4	ʦlmis	fallback	LOW		
צפת	4	ʦfas	rule	LOW		
צרה	4	ʦˈurə	rule	LOW		
צריכים	4	ʦrˈixim	rule	MED		
צרכים	4	ʦrxim	rule	MED		
קאאפערירן	4	kˈaafərirn	rule	LOW		
קאזין	4	kˈazin	rule	LOW		
קאלט	4	kalt	rule	LOW		
קאנסטראקשן	4	kˈanstrakʃn	rule	LOW		
קאנפידענץ	4	kanfidˈɛnʦ	rule	LOW		
קאנפליקט	4	kˈanflikt	rule	LOW		
קודשא	4	kˈidʃa	rule	LOW		
קוואליטעט	4	kvˈalitət	rule	LOW		
קווייט	4	kvajt	rule	MED		
קוים	4	kɔjm	rule	MED		
קומסט	4	kimst	rule	MED		
קינה	4	kˈinə	printed-index	MED	kˈinə	קינע
קינות	4	kˈinɔjs	rule	LOW		
קן	4	kɛn	rule	LOW		
קערט	4	kɛrt	rule	MED		
קערל	4	kɛrl	rule	MED		
קרבן	4	kurbn	printed-index	MED	kurbn	קאָרבן
רָאָה	4	rˈɛaj	printed-index	MED	rˈuə	רעיי
ראגאטשאווער	4	rˈaɡaʧavər	rule	LOW		
ראשיכם	4	rˈaʃixm	rule	LOW		
רום	4	rim	rule	MED		
רונדע	4	rˈində	rule	MED		
רוק	4	rik	rule	MED		
ריכטיגער	4	rˈixtiɡər	rule	MED		
"רמב""ן"	4	rˈamban	lexicon	LOW		
רעאגירן	4	rˈɛaɡirn	rule	LOW		
רעאקציע	4	rˈɛakʦiə	rule	LOW		
רשעות	4	rʃˈɛis	rule	LOW		
שאינו	4	ʃˈaːni	rule	LOW		
שאנו	4	ʃˈani	rule	LOW		
שארית	4	ʃˈajris	rule	LOW		
שארף	4	ʃarf	rule	LOW		
שבטיכם	4	ʒbtixm	rule	MED		
שדכנים	4	ʒdxnim	rule	MED		
שואב	4	ʃˈiab	rule	LOW		
שוואגער	4	ʃvˈaɡər	rule	LOW		
שווארצע	4	ʃvˈarʦə	rule	LOW		
שוויגער	4	ʃvˈiɡər	rule	MED		
שונא	4	sˈɔjnə	printed-index	MED	ʃˈina	סוינע
שופט	4	ʃˈɔjfət	printed-index	MED	ʃift	שויפֿעט
שחיטה	4	ʃxˈitə	rule	LOW		
שטורעם	4	ʃtˈirəm	rule	MED		
שטייף	4	ʃtajf	rule	LOW		
שטימט	4	ʃtimt	rule	MED		
שטיקלעך	4	ʃtˈikləx	rule	MED		
שטעטל	4	ʃtɛtl	rule	MED		
שטעקן	4	ʃtɛkn	rule	MED		
שיהיה	4	ʃˈihi	rule	MED		
שילוח	4	ʃilˈixa	rule	LOW		
שכל	4	sajxl	lexicon	HIGH	sajxl	סייכל
שכן	4	ʃuxn	printed-index	MED	ʃˈuxajn	שאָכן
שלוחים	4	ʃlˈixim	rule	LOW		
שלעכטע	4	ʃlˈɛxtə	rule	MED		
שלעסקי	4	ʃlˈɛski	rule	MED		
שלעפט	4	ʃlɛpt	lexicon	MED		
שמך	4	ʃˈimxu	rule	LOW		
שניידט	4	ʃnajdt	rule	MED		
שנת	4	ʃnas	rule	LOW		
שעמען	4	ʃˈɛmən	rule	MED		
שפיאנאזש	4	ʃpˈianaʒ	rule	LOW		
שפיל	4	ʃpil	rule	LOW		
שפילן	4	ʃpiln	rule	LOW		
שקא	4	ʃka	rule	LOW		
ת	4	tuf	rule	LOW	tuf	טאָף
תחנון	4	tˈaxnən	printed-index	MED	tˈaxnən	טאַכנען
תמוז	4	tˈamiz	rule	LOW		
תן	4	tɛn	rule	LOW		
תנא	4	tˈunu	rule	LOW		
תצליח	4	sʦlix	fallback	LOW		
תקוה	4	tˈikvə	rule	LOW		
תקנה	4	tˈiknə	rule	LOW		
תשכיל	4	sʃxil	fallback	LOW		
אֱלֹהָיִךְ	3	ˈɛlɔjhix	rule	MED		
אִישׁ	3	iʃ	printed-index	MED	iʃ	איש
אִם	3	im	printed-index	MED	im	אים
אֶל	3	ɛl	rule	MED		
אגענטן	3	ˈaɡəntn	rule	LOW		
אגרא	3	ˈaɡra	rule	LOW		
אדורכגעגאנגען	3	adˈirxɡəɡanɡən	rule	LOW		
אהבת	3	ˈahavas	lexicon	HIGH		
אהערגעשטעלט	3	ahˈɛrɡəʃtəlt	rule	LOW		
אוֹ	3	ɔj	rule	LOW		
אוועקגעגאנגען	3	avˈɛkɡəɡanɡən	rule	MED		
אוועקשטעלן	3	avˈɛkʃtəln	rule	LOW		
אויגוסט	3	ˈɔjɡist	rule	LOW		
אויטא	3	ˈɔjta	rule	LOW		
אויטאמאטיש	3	ˈɔjtamatiʃ	rule	LOW		
אויסגיסן	3	ˈoʊzɡisn	rule	LOW		
אויסגעלייזט	3	ˈoʊzɡəlajzt	rule	LOW		
אויסגעשטרעקט	3	ˈoʊzɡəʃtrəkt	rule	LOW		
אויסלייזן	3	ˈoʊslajzn	rule	LOW		
אויסשמועסן	3	ˈoʊsʃmiəsn	rule	LOW		
אויפגעברענגט	3	ˈoʊfɡəbrənɡt	rule	MED		
אויפגעוואקסן	3	ˈɔjfɡəvaksn	rule	LOW		
אויפגעטון	3	ˈoʊfɡətin	rule	MED		
אויפוועקן	3	ˈɔjfvəkn	rule	LOW		
אויפמאכן	3	ˈoʊfmaxn	rule	MED		
אויפנעמען	3	ˈoʊfnəmən	rule	MED		
אויפרייס	3	ˈɔjfrajs	rule	LOW		
אויש	3	oʊʃ	rule	LOW		
אוכל	3	ixl	rule	LOW		
אולי	3	ˈili	rule	LOW		
אומצוברענגען	3	ˈimʦibrənɡən	rule	LOW		
אונטער'ן	3	ˈintərn	rule	LOW		
אוצר	3	ˈɔjʦər	printed-index	MED	iʦr	אויצער
אחוה	3	ˈaxi	fallback	LOW		
אטאקירט	3	ˈatakirt	rule	LOW		
אטעמען	3	ˈatəmən	rule	LOW		
איבערגעגעבן	3	ˈibərɡəɡejbn	rule	MED		
איבערהויפט	3	ˈibərhɔjft	rule	LOW		
איבריגע	3	ˈibriɡə	rule	LOW		
אידעלעך	3	ˈidələx	rule	LOW		
אייבערשטער'ס	3	ˈajbərʃtərs	rule	LOW		
איילבירטן	3	ˈajlbirtn	rule	LOW		
איינקויפן	3	ˈaːnkɔjfn	rule	MED		
אייס	3	ajs	rule	LOW		
אייסיס	3	ˈajsis	rule	LOW		
אייערע	3	ˈajərə	rule	LOW		
אייראפעאישע	3	ˈajrafəaːʃə	rule	LOW		
איכה	3	ˈixu	lexicon	MED		
אימיגראנטן	3	ˈimiɡrantn	rule	LOW		
אימעיל	3	imˈejl	lexicon	HIGH		
אינו	3	ˈini	rule	LOW		
אינטערוויוס	3	ˈintərvjis	rule	LOW		
אינערהאלב	3	ˈinərhalb	rule	LOW		
אינפראסטרוקטור	3	infrastriktˈir	rule	LOW		
אירא	3	ˈira	rule	LOW		
אכצן	3	axʦn	rule	LOW		
"אל""ף"	3	ˈaləf	rule	LOW		
אלחנן	3	əlxˈunun	rule	LOW		
אלך	3	alx	rule	LOW		
אלקה	3	ˈalkə	rule	LOW		
אמאן	3	ˈaman	rule	LOW		
אמבולאנס	3	ˈambilans	rule	LOW		
אמת'דיג	3	ˈɛməzdiɡ	rule	LOW		
אנגעגאנגען	3	ˈunɡəɡanɡən	rule	MED		
אנדזשעלעס	3	ˈanʤələs	rule	LOW		
אנהאלטן	3	ˈunhaltn	rule	MED		
